0.0000000000 0.0000000000 1000.0000000000 0.0000000000 500.0000000000 0.0000000000 
1.0000000000 0.0000000000 998.0000000000 0.0000000000 499.0000000000 0.0000000000 
2.0000000000 0.0000000000 996.0000000000 0.0000000000 498.0000000000 0.0000000000 
3.0000000000 0.0000000000 994.1200000000 0.6857864320 497.0600000000 0.3428932160 
4.0000000000 0.0000000000 992.1200000000 0.6857864320 496.0600000000 0.3428932160 
5.0000000000 0.0000000000 990.2000000000 0.8761716542 495.1000000000 0.4380858271 
6.0000000000 0.0000000000 988.2000000000 0.8761716542 494.1000000000 0.4380858271 
7.0000000000 0.0000000000 986.2000000000 0.8761716542 493.1000000000 0.4380858271 
8.0000000000 0.0000000000 984.2000000000 0.8761716542 492.1000000000 0.4380858271 
9.0000000000 0.0000000000 982.2000000000 0.8761716542 491.1000000000 0.4380858271 
10.0000000000 0.0000000000 980.2800000000 1.0257295999 490.1400000000 0.5128648000 
11.0000000000 0.0000000000 978.3600000000 1.1504939650 489.1800000000 0.5752469825 
12.0000000000 0.0000000000 976.4000000000 1.2060453783 488.2000000000 0.6030226892 
13.0000000000 0.0000000000 974.4400000000 1.2578641509 487.2200000000 0.6289320754 
14.0000000000 0.0000000000 972.4400000000 1.2578641509 486.2200000000 0.6289320754 
15.0000000000 0.0000000000 970.4800000000 1.3063945295 485.2400000000 0.6531972647 
16.0000000000 0.0000000000 968.6400000000 1.5796688056 484.3200000000 0.7898344028 
17.0000000000 0.0000000000 966.6800000000 1.7108093661 483.3400000000 0.8554046830 
18.0000000000 0.0000000000 964.7200000000 1.9179113218 482.3600000000 0.9589556609 
19.0000000000 0.0000000000 962.7600000000 1.9442741628 481.3800000000 0.9721370814 
20.0000000000 0.0000000000 960.8000000000 1.9694638557 480.4000000000 0.9847319278 
21.0000000000 0.0000000000 958.8800000000 2.0164976138 479.4400000000 1.0082488069 
22.0000000000 0.0000000000 956.9600000000 2.0593222382 478.4800000000 1.0296611191 
23.0000000000 0.0000000000 955.0000000000 2.0792383998 477.5000000000 1.0396191999 
24.0000000000 0.0000000000 953.0000000000 2.0792383998 476.5000000000 1.0396191999 
25.0000000000 0.0000000000 951.2000000000 2.1649177090 475.6000000000 1.0824588545 
26.0000000000 0.0000000000 949.3600000000 2.2897223157 474.6800000000 1.1448611578 
27.0000000000 0.0000000000 947.4400000000 2.5118708067 473.7200000000 1.2559354033 
28.0000000000 0.0000000000 945.6400000000 2.6112422060 472.8200000000 1.3056211030 
29.0000000000 0.0000000000 943.7200000000 2.6211262904 471.8600000000 1.3105631452 
30.0000000000 0.0000000000 941.8000000000 2.7487370838 470.9000000000 1.3743685419 
31.0000000000 0.0000000000 939.9200000000 2.7549038004 469.9600000000 1.3774519002 
32.0000000000 0.0000000000 938.0800000000 2.9803396186 469.0400000000 1.4901698093 
33.0000000000 0.0000000000 936.1200000000 3.0327505268 468.0600000000 1.5163752634 
34.0000000000 0.0000000000 934.1600000000 3.0837469010 467.0800000000 1.5418734505 
35.0000000000 0.0000000000 932.2000000000 3.0813875924 466.1000000000 1.5406937962 
36.0000000000 0.0000000000 930.3600000000 3.0666666667 465.1800000000 1.5333333333 
37.0000000000 0.0000000000 928.4800000000 3.1542179552 464.2400000000 1.5771089776 
38.0000000000 0.0000000000 926.6000000000 3.1845587043 463.3000000000 1.5922793522 
39.0000000000 0.0000000000 924.7200000000 3.4055213635 462.3600000000 1.7027606818 
40.0000000000 0.0000000000 922.8000000000 3.4348187431 461.4000000000 1.7174093716 
41.0000000000 0.0000000000 920.9200000000 3.5438950209 460.4600000000 1.7719475105 
42.0000000000 0.0000000000 918.9600000000 3.6234923720 459.4800000000 1.8117461860 
43.0000000000 0.0000000000 917.2000000000 3.7712361663 458.6000000000 1.8856180832 
44.0000000000 0.0000000000 915.4000000000 3.7872726788 457.7000000000 1.8936363394 
45.0000000000 0.0000000000 913.5200000000 3.9092741324 456.7600000000 1.9546370662 
46.0000000000 0.0000000000 911.7200000000 4.1098059626 455.8600000000 2.0549029813 
47.0000000000 0.0000000000 909.8400000000 4.2514881530 454.9200000000 2.1257440765 
48.0000000000 0.0000000000 908.0400000000 4.3852830092 454.0200000000 2.1926415046 
49.0000000000 0.0000000000 906.1600000000 4.4374895077 453.0800000000 2.2187447539 
50.0000000000 0.0000000000 904.3200000000 4.5011334151 452.1600000000 2.2505667075 
51.0000000000 0.0000000000 902.4800000000 4.4505816213 451.2400000000 2.2252908106 
52.0000000000 0.0000000000 900.6800000000 4.4786361560 450.3400000000 2.2393180780 
53.0000000000 0.0000000000 898.8000000000 4.5126085986 449.4000000000 2.2563042993 
54.0000000000 0.0000000000 897.0400000000 4.6404458163 448.5200000000 2.3202229081 
55.0000000000 0.0000000000 895.2400000000 4.8139527848 447.6200000000 2.4069763924 
56.0000000000 0.0000000000 893.3200000000 4.8260237308 446.6600000000 2.4130118654 
57.0000000000 0.0000000000 891.5600000000 4.8206625975 445.7800000000 2.4103312987 
58.0000000000 0.0000000000 889.8400000000 5.0666666667 444.9200000000 2.5333333333 
59.0000000000 0.0000000000 888.0400000000 5.1950248150 444.0200000000 2.5975124075 
60.0000000000 0.0000000000 886.4400000000 5.2691593641 443.2200000000 2.6345796820 
61.0000000000 0.0000000000 884.8000000000 5.4383598240 442.4000000000 2.7191799120 
